10.102769	12.064820
9.017535	9.829710
6.978883	7.347400
9.794012	10.462240
8.086040	6.453265
10.656789	9.655739
10.308739	8.025728
8.723933	7.219330
8.922853	8.808193
7.812505	7.241894
7.852669	8.723530
7.795784	7.342748
9.287345	8.733669
11.066780	11.510606
9.308648	9.758529
10.420698	9.924549
8.039095	9.434263
8.577147	8.007024
9.110713	8.787784
8.302497	9.157683
9.652967	8.968011
9.508732	9.612695
9.170687	8.095519
7.324377	6.717187
8.795654	10.587960
8.437653	7.741681
8.913357	9.117679
9.558963	9.640128
8.908011	8.411140
8.166587	9.412813
9.039660	8.766513
8.244046	9.213282
8.930191	10.836977
8.592688	7.716344
8.635369	8.177657
10.826165	9.866058
10.836694	9.668094
8.555958	8.111753
8.740956	8.277334
9.544926	9.304798
11.016899	10.046343
7.927603	9.753563
9.631112	10.455488
9.601026	7.734462
9.148023	9.394537
9.492451	9.702492
8.684861	9.366316
8.590192	7.604175
7.460105	6.838343
8.900047	9.321241
9.904620	9.608817
9.465940	8.206885
8.772847	9.041846
9.527159	9.366109
9.277969	10.043190
8.770740	9.204025
9.635473	11.389228
8.079617	7.931920
10.418949	10.776649
7.431514	6.895154
9.568392	10.211401
10.041428	11.143775
9.002833	6.381391
10.718311	11.128873
9.589063	8.650158
7.908138	7.386687
9.429369	11.594261
8.354993	8.704276
9.349318	8.692203
10.754384	11.807011
9.564374	11.169187
9.308391	9.244691
7.806942	8.733008
9.248821	9.104600
8.985998	10.694983
8.616243	9.713313
9.035309	8.339794
9.716001	10.283706
7.366685	7.343817
9.316340	10.418570
7.201701	6.344707
8.413528	8.880847
7.426862	8.070917
8.985557	9.126782
7.685526	7.724071
8.670819	7.230445
7.476991	6.308914
8.555946	5.923877
9.800083	11.026256
10.500035	10.404649
8.556735	8.080906
8.935514	9.141062
9.558536	10.659402
8.020587	7.206425
8.121710	6.624687
9.245183	10.419221
8.517556	8.979750
9.365346	7.952615
8.803124	8.694287
8.154391	7.256743
8.285177	9.431195
9.388324	9.489529
9.179024	10.988751
10.688283	11.113684
8.513889	9.484553
8.586201	8.363609
7.290127	5.827531
7.194786	9.796307
8.412411	5.958975
8.475976	9.318709
8.292067	8.684040
9.119658	9.168463
8.202348	10.211641
8.289659	8.827973
8.925237	8.422724
10.304480	12.088469
9.224060	8.082372
8.907774	8.821844
10.388552	13.807059
9.385388	9.437440
7.438109	6.613095
8.753872	8.935944
8.871608	8.251098
9.778204	8.750008
9.875199	11.168146
8.775246	8.709564
10.239801	12.112816
8.690043	7.192407
7.345309	8.136094
9.389076	9.877182
9.588932	8.707297
10.211531	8.931779
8.565060	8.502334
9.645378	8.755520
8.780861	9.517417
8.975952	7.396196
9.925655	9.082901
9.494799	9.258751
9.210598	10.102895
10.398523	11.095406
9.903789	9.603675
9.024951	9.579839
7.932694	8.808741
9.413276	9.171298
8.686341	8.035085
9.607849	9.508213
8.955790	8.091921
9.599109	10.500250
9.160761	9.076326
8.169511	8.485960
8.804787	7.673868
8.829221	9.795237
7.957084	7.074146
8.973480	9.290368
8.395279	7.927877
10.236732	10.530596
8.590429	8.017693
8.689763	9.014262
9.093028	8.157989
7.737797	7.896418
9.119379	8.078085
8.972649	9.047390
9.988283	10.297087
8.360800	7.069607
10.704293	10.855281
8.153857	8.933605
8.133491	8.992188
10.282445	9.165018
7.983986	8.257992
8.446680	8.135158
10.988005	11.188694
8.719733	9.403115
9.506062	10.736991
8.515673	7.698059
11.084708	11.780614
8.278958	9.182685
8.460672	8.159644
9.092454	9.215022
8.410002	7.178036
8.125946	8.732858
9.995269	10.397009
10.643569	10.499992
7.435267	4.953155
7.811868	8.244483
9.195031	10.480387
7.689534	6.511077
8.747199	8.763497
11.388519	11.723732
9.277717	8.699199
8.606119	10.454747
10.471451	11.212011
8.400395	8.298463
8.880214	7.736731
8.006882	8.366197
8.270787	9.059968
7.866623	8.673320
10.027587	8.858263
8.774197	8.017055
7.827523	6.493145
8.809820	9.583351
8.408610	6.264040
9.699397	7.162313
8.982136	8.026687
7.907262	8.815115
8.107828	10.169574
7.960941	6.640636
7.897729	7.809529
8.472857	9.584184
8.956158	10.435430
7.670149	7.133163
8.813791	8.651382
8.428599	8.865341
8.259830	8.758329
10.017772	10.095000
10.200055	11.106052
8.223108	7.507653
9.689442	9.224340
8.396172	8.087083
8.685222	9.372377
8.489436	9.103542
7.810278	7.258836
8.277791	8.317611
9.706626	9.589984
8.755629	9.599559
9.287332	9.518820
9.929631	10.853728
9.093683	10.165094
7.792237	7.747723
8.907981	9.141885
8.530086	8.770731
8.479478	8.639738
7.871817	8.001718
9.429854	7.941608
